EstadoCivil,Curso,QualificacaoAnterior,QualificacaoAnteriorGrau,Nacionalidade,NotaAdmissao,NecessidadesEspeciais,Devedor,MensalidadesEmDia,Genero,Bolsista,International,UnidadesCurriculares1SemestreCreditado,UnidadesCurriculares1SemestreInscrito,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares1SemestreSemAvaliacoes,UnidadesCurriculares2SemestreCreditado,UnidadesCurriculares2SemestreInscrito,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares2SemestreAprovado,UnidadesCurriculares2SemestreGrau,UnidadesCurriculares2SemestreSemAvaliacoes,TaxaDesemprego,TaxaInflacao,PIB,Target,ProbabilidadeEvasao,PredicaoEvasao,ClassePredita
Solteiro,Gestão (presencial noturno),Ensino Secundário,140.0,Português,124.6,0,0,1,Feminino,0,0,0,5,11,5,11.4,0,0,5,10,4,10.25,0,15.5,2.8,-4.06,Matriculado,0.3224106002154493,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,135.0,Português,124.0,0,0,1,Feminino,1,0,0,8,8,7,1.27714285714285e+16,1,0,8,8,7,1.27714285714285e+16,1,9.4,-0.8,-3.12,Matriculado,0.04404630307364767,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,143.0,Português,129.5,0,0,1,Feminino,1,0,0,8,8,7,1379857142857140.0,0,0,8,8,7,1379857142857140.0,0,10.8,1.4,1.74,Graduado,0.05738604384896406,0,Não Desistente
Casado,Serviço Social (prestação nocturna),Ensino Básico (3º Ciclo),100.0,Português,111.3,0,1,0,Feminino,0,0,0,6,7,6,1.33333333333333e+16,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduado,0.695208684690474,1,Desistente
Divorciado,Serviço Social (prestação nocturna),Ensino Básico (3º Ciclo),133.1,Português,95.0,0,1,0,Feminino,0,0,0,6,11,0,0.0,0,0,5,6,0,0.0,0,8.9,1.4,3.51,Desistente,0.9963923706702073,1,Desistente
Casado,Gestão,Ensino Secundário,133.1,Português,131.8,0,0,1,Feminino,0,0,14,15,17,14,1.13571428571428e+16,0,13,14,15,13,1.28461538461538e+16,0,7.6,2.6,0.32,Desistente,0.2591438279834257,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,132.0,Português,119.1,0,0,1,Feminino,0,0,0,5,11,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9261979651630392,1,Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,131.0,Português,125.4,0,0,1,Feminino,0,0,0,6,13,6,1.56923076923076e+16,0,0,6,13,5,1.44285714285714e+16,0,15.5,2.8,-4.06,Graduado,0.12289566855745988,0,Não Desistente
Solteiro,Agronomia,Ensino Secundário,147.0,Português,140.7,0,1,1,Feminino,1,0,13,18,19,18,1.50526315789473e+16,0,11,13,13,13,1.45384615384615e+16,0,15.5,2.8,-4.06,Graduado,0.05727976007288208,0,Não Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,141.0,Português,131.9,0,0,1,Feminino,0,0,6,10,20,6,11.5,0,5,10,17,5,12.4,0,9.4,-0.8,-3.12,Desistente,0.8611486434324923,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,160.0,Português,124.0,0,1,1,Masculino,0,0,2,8,15,7,11.0,0,0,6,17,1,10.0,0,10.8,1.4,1.74,Matriculado,0.7282584157842269,1,Desistente
Solteiro,Turismo,Ensino Secundário,135.0,Português,139.2,0,0,1,Masculino,1,0,0,6,6,6,13.0,0,0,6,6,6,1.31666666666666e+16,0,12.4,0.5,1.79,Graduado,0.11151093604805169,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,133.0,Português,121.8,0,0,1,Masculino,1,0,0,8,8,8,1293875.0,0,0,8,8,8,1293875.0,0,9.4,-0.8,-3.12,Graduado,0.03616024969729912,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,142.0,Português,132.9,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduado,0.5533470973138219,1,Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,130.0,Português,130.0,0,0,1,Masculino,0,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Desistente,0.9416915311997339,1,Desistente
Casado,Enfermagem,Ensino Secundário,133.1,Português,130.1,0,0,0,Masculino,0,0,0,7,10,5,13.0,0,0,7,9,5,12.88,0,11.1,0.6,2.02,Desistente,0.8480640673476996,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,133.1,Português,124.5,0,0,0,Masculino,0,0,0,7,11,5,12.18,0,0,7,11,4,118125.0,0,11.1,0.6,2.02,Desistente,0.884678790003987,1,Desistente
Casado,Gestão de Publicidade e Marketing,Ensino Secundário,130.0,Português,162.3,0,0,1,Masculino,0,0,0,6,13,3,1.13333333333333e+16,0,0,6,12,5,11.4,0,13.9,-0.3,0.79,Desistente,0.47819574365755735,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,149.0,Português,137.8,0,0,1,Masculino,0,0,0,8,8,7,13.0,0,0,8,8,7,13.0,0,12.7,3.7,-1.7,Graduado,0.1369763251295188,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,130.0,Português,119.5,0,0,0,Masculino,0,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9974855162918261,1,Desistente
Solteiro,Equincultura,Ensino Secundário,150.0,Português,110.0,0,1,1,Masculino,0,0,0,5,13,2,12.5,2,0,5,8,3,1.23333333333333e+16,0,9.4,-0.8,-3.12,Desistente,0.8288830544353806,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,106.0,Português,105.0,0,0,1,Masculino,0,0,0,6,9,5,11.0,0,0,6,9,5,1.21666666666666e+16,0,11.1,0.6,2.02,Graduado,0.13945661157942169,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,162.0,Português,142.8,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Desistente,0.5498418421868634,1,Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,120.0,Português,128.2,0,0,1,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente,0.9721610205776887,1,Desistente
Casado,Gestão (presencial noturno),Ensino Básico (3º Ciclo),133.1,Português,120.0,0,0,1,Masculino,0,0,0,5,9,0,0.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Desistente,0.9749571720481858,1,Desistente
Solteiro,Engenharia Informática,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,0,Masculino,0,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Desistente,0.9976469419099538,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,128.0,Português,121.7,0,0,1,Masculino,1,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduado,0.24666407401806126,0,Não Desistente
Solteiro,Agronomia,Ensino Secundário,124.0,Português,116.0,0,0,1,Masculino,0,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduado,0.10109826875167409,0,Não Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,133.1,Português,133.2,0,0,0,Masculino,0,0,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Desistente,0.9643530976586114,1,Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,114.0,Português,116.7,0,0,1,Masculino,0,0,0,5,7,4,1.33333333333333e+16,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Desistente,0.507523089661462,1,Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,140.0,Português,126.4,0,0,1,Masculino,1,0,0,6,8,6,1.26666666666666e+16,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduado,0.1348556418159222,0,Não Desistente
Solteiro,Agronomia,Ensino Secundário,160.0,Português,140.0,0,0,1,Masculino,0,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Matriculado,0.9559861268362168,1,Desistente
Solteiro,Gestão,Ensino Secundário,122.0,Português,120.3,0,0,1,Masculino,1,0,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Desistente,0.07070469508390427,0,Não Desistente
Solteiro,Design de Comunicação,Ensino Secundário,140.0,Português,118.0,0,1,1,Masculino,1,0,0,6,6,6,13.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9040641991783355,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,160.0,Português,149.5,0,0,0,Masculino,0,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Graduado,0.6485566277491316,1,Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,130.0,Português,130.0,0,0,1,Masculino,1,0,0,6,15,6,1.17142857142857e+16,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Graduado,0.10998027036119823,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,141.0,Português,126.3,0,0,1,Masculino,1,0,0,6,8,6,1.21666666666666e+16,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,Graduado,0.19297518084412676,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,127.0,Português,116.2,0,0,1,Masculino,0,0,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9306559614765105,1,Desistente
Solteiro,Turismo,Ensino Secundário,126.0,Português,126.0,0,0,0,Masculino,0,0,0,6,12,0,0.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Desistente,0.9946528435913455,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,131.0,Português,122.3,0,0,1,Masculino,0,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduado,0.20597144002618847,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,130.0,Português,119.5,0,0,1,Masculino,1,0,0,5,7,4,11.25,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Matriculado,0.20864536360913183,0,Não Desistente
Solteiro,Design de Comunicação,Curso de Especialização Tecnológica,130.0,Português,131.8,0,0,1,Masculino,1,0,2,7,7,7,1.22857142857142e+16,0,5,9,10,8,12375.0,0,12.4,0.5,1.79,Graduado,0.10653749360969354,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,140.0,Português,130.7,0,0,1,Masculino,1,0,0,7,7,7,1.27185714285714e+16,0,0,8,11,8,1.28055555555555e+16,0,11.1,0.6,2.02,Desistente,0.03899690367585702,0,Não Desistente
Solteiro,Equincultura,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Matriculado,0.841051432474927,1,Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,140.0,Português,129.5,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Desistente,0.5267477970429276,1,Desistente
Divorciado,Gestão de Publicidade e Marketing,Ensino Básico (3º Ciclo),133.1,Português,130.0,0,1,1,Masculino,1,0,0,6,16,1,14.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Desistente,0.9801088875941962,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,120.0,Português,114.0,0,0,1,Masculino,0,0,0,5,10,3,1.16666666666666e+16,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Desistente,0.38159978074127526,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,121.0,Português,121.0,0,0,1,Masculino,0,0,0,6,15,1,13.0,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Matriculado,0.7435652765132432,1,Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,123.0,Português,116.4,0,1,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Desistente,0.6720172255731184,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,136.0,Português,121.7,0,0,1,Masculino,0,0,0,5,10,0,0.0,0,0,5,11,1,12.0,3,7.6,2.6,0.32,Desistente,0.8149489495701518,1,Desistente
Casado,Turismo,Ensino Secundário,136.0,Português,130.0,0,0,1,Masculino,0,0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Desistente,0.8772886960815458,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,120.0,Português,120.0,0,1,1,Masculino,0,0,6,10,10,7,1.17142857142857e+16,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Desistente,0.8892575892645996,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Superior - Mestrado,160.0,Português,125.0,0,0,1,Masculino,0,0,0,5,7,5,12.6,0,0,5,7,5,1.37142857142857e+16,0,13.9,-0.3,0.79,Graduado,0.5015549210032765,1,Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,125.0,Português,134.1,0,0,1,Masculino,0,0,12,17,19,13,1.16428571428571e+16,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Desistente,0.5068023059314775,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,146.0,Português,149.5,0,0,1,Masculino,1,0,0,6,8,6,14875.0,0,0,6,8,6,1.34285714285714e+16,0,11.1,0.6,2.02,Graduado,0.08593657335014447,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,117.0,Português,113.2,0,0,1,Masculino,0,0,0,5,11,2,10.0,0,0,5,10,3,1.03333333333333e+16,0,9.4,-0.8,-3.12,Matriculado,0.6360981555227857,1,Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,150.0,Português,146.0,0,0,1,Masculino,0,0,0,5,5,5,14.2,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Matriculado,0.28649574403148387,0,Não Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,0,6,8,6,1.27142857142857e+16,0,0,6,9,6,13.5,0,12.4,0.5,1.79,Graduado,0.04854573101324788,0,Não Desistente
Casado,Agronomia,Ensino Secundário,111.0,Português,162.4,0,1,0,Masculino,0,0,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Desistente,0.9626240393754983,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,120.0,Português,136.6,0,0,1,Masculino,0,0,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Desistente,0.2121367836929212,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,111.0,Português,111.0,0,0,1,Masculino,0,0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Desistente,0.47239282193115506,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,118.0,Português,115.7,0,0,1,Masculino,0,0,0,7,9,5,12.7,0,0,8,9,7,13475.0,0,13.9,-0.3,0.79,Matriculado,0.2227514274091614,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,106.0,Português,105.7,0,0,1,Masculino,0,0,0,6,6,6,1.33333333333333e+16,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduado,0.2181506502234525,0,Não Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,120.0,Português,128.2,0,0,1,Masculino,0,0,4,9,13,8,1.33333333333333e+16,0,5,10,12,9,1311111111111110.0,0,16.2,0.3,-0.92,Matriculado,0.14275015378668354,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,151.0,Português,137.0,0,0,1,Masculino,0,0,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduado,0.12078402280871714,0,Não Desistente
Casado,Turismo,Ensino Básico (3º Ciclo),133.1,Português,120.0,0,1,0,Masculino,0,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9993434465644898,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,120.0,Português,120.5,0,0,1,Masculino,0,0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente,0.9458618180738289,1,Desistente
Solteiro,Gestão (presencial noturno),Curso de Especialização Tecnológica,120.0,Português,118.1,0,0,1,Masculino,0,0,13,15,17,13,12.0,0,9,13,13,9,1.13333333333333e+16,0,8.9,1.4,3.51,Desistente,0.6115174670086077,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,110.0,Português,139.0,0,0,1,Masculino,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Desistente,0.9775060294463197,1,Desistente
Solteiro,Gestão,Ensino Básico (3º Ciclo),133.1,Português,116.3,0,0,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Desistente,0.9962488282577239,1,Desistente
Solteiro,Turismo,Ensino Secundário,118.0,Português,120.5,0,0,1,Masculino,0,0,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Desistente,0.4640748236355783,0,Não Desistente
Solteiro,Design de Comunicação,Ensino Secundário,139.0,Português,134.9,0,0,1,Masculino,0,0,0,6,7,6,1.36666666666666e+16,0,0,6,7,6,1.21666666666666e+16,1,16.2,0.3,-0.92,Graduado,0.11313864558339261,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,130.0,Português,123.0,0,0,1,Masculino,0,0,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9360305778976201,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,132.0,Português,122.9,0,0,0,Masculino,0,0,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Desistente,0.9534896769940462,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,100.0,Português,140.0,0,0,1,Masculino,0,0,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Matriculado,0.4936510160879218,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,120.0,Português,122.5,0,0,0,Masculino,0,0,0,6,11,5,13.6,0,0,6,11,5,1.36666666666666e+16,0,11.1,0.6,2.02,Matriculado,0.6617149781697398,1,Desistente
Solteiro,Gestão (presencial noturno),Outro - 11º Ano de Escolaridade,133.1,Português,121.5,0,0,1,Masculino,0,0,0,5,11,2,10.5,0,0,5,9,3,1.13333333333333e+16,1,7.6,2.6,0.32,Matriculado,0.6033463435775319,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,156.0,Português,132.3,0,0,1,Masculino,1,0,0,7,7,6,1.32666666666666e+16,0,0,7,7,6,1.32666666666666e+16,0,7.6,2.6,0.32,Graduado,0.08822175860449287,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,143.0,Português,131.5,0,0,1,Masculino,1,0,0,7,8,7,125125.0,0,0,8,8,8,141875.0,0,13.9,-0.3,0.79,Graduado,0.0540422206314686,0,Não Desistente
Casado,Equincultura,12º Ano de Escolaridade - Não Concluído,133.1,Português,128.2,0,0,1,Masculino,0,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente,0.9876850436891474,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,140.0,Português,148.0,0,0,0,Masculino,0,0,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Desistente,0.9974808513795822,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,127.0,Português,121.5,0,0,1,Masculino,0,0,0,7,7,6,1.34833333333333e+16,0,0,7,7,6,1.34833333333333e+16,0,7.6,2.6,0.32,Graduado,0.13915179601079183,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,135.0,Português,135.4,0,0,1,Masculino,0,0,0,7,9,6,12565.0,0,0,8,12,5,12.16,0,11.1,0.6,2.02,Matriculado,0.34558640779081895,0,Não Desistente
Solteiro,Serviço Social,Ensino Básico (3º Ciclo),133.1,Português,139.0,0,1,0,Masculino,0,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Desistente,0.99824733142734,1,Desistente
Solteiro,Gestão,Ensino Secundário,120.0,Português,113.4,0,0,1,Masculino,0,0,0,5,9,3,13.0,0,0,5,9,3,1.16666666666666e+16,0,12.7,3.7,-1.7,Desistente,0.4901682302429646,0,Não Desistente
Solteiro,Engenharia Informática,Curso de Especialização Tecnológica,150.0,Português,150.0,0,1,1,Masculino,0,0,0,5,6,5,16.5,0,0,5,7,5,1.77142857142857e+16,0,12.4,0.5,1.79,Desistente,0.14473129591211023,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,123.0,Português,122.0,0,1,1,Masculino,0,0,0,6,7,6,1.31666666666666e+16,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Matriculado,0.3321925213749783,0,Não Desistente
Solteiro,Enfermagem Veterinária,Curso de Especialização Tecnológica,150.0,Português,150.0,0,0,1,Masculino,0,0,1,6,11,6,13.8,0,1,6,7,6,1.31428571428571e+16,0,16.2,0.3,-0.92,Graduado,0.09085705741343393,0,Não Desistente
Solteiro,Turismo,Outro - 11º Ano de Escolaridade,133.1,Português,119.3,0,0,1,Masculino,0,0,0,6,7,6,1.11666666666666e+16,0,0,6,11,4,11.8,0,9.4,-0.8,-3.12,Matriculado,0.41586459487378286,0,Não Desistente
Solteiro,Agronomia,Ensino Secundário,130.0,Português,140.0,0,0,0,Masculino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Desistente,0.9966664959752708,1,Desistente
Solteiro,Design de Comunicação,Ensino Secundário,140.0,Português,125.0,0,0,1,Masculino,0,0,0,6,7,6,1.26666666666666e+16,0,0,6,8,6,1.21428571428571e+16,0,9.4,-0.8,-3.12,Matriculado,0.09410396342088916,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,141.0,Português,140.7,0,0,1,Masculino,0,0,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,Graduado,0.2704734297099722,0,Não Desistente
Casado,Enfermagem,Ensino Básico (3º Ciclo),133.1,Português,100.0,0,0,1,Masculino,0,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Matriculado,0.9710913514427173,1,Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,146.0,Português,146.7,0,0,1,Masculino,0,0,0,6,7,6,1.38333333333333e+16,0,0,6,8,6,13625.0,0,7.6,2.6,0.32,Graduado,0.15596677175268492,0,Não Desistente
Solteiro,Equincultura,Ensino Básico (3º Ciclo),133.1,Português,96.0,0,0,1,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente,0.9875214125070558,1,Desistente
Solteiro,Engenharia Informática,Curso de Especialização Tecnológica,160.0,Português,160.0,0,1,0,Masculino,0,0,2,6,6,2,16.0,0,2,7,7,2,16.0,0,8.9,1.4,3.51,Desistente,0.9897661189861099,1,Desistente
Solteiro,Engenharia Informática,Curso de Especialização Tecnológica,130.0,Português,130.0,0,1,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Desistente,0.9960896571454108,1,Desistente
Casado,Gestão (presencial noturno),Ensino Secundário,160.0,Português,130.0,0,0,0,Masculino,1,0,0,5,12,3,1.06666666666666e+16,0,0,5,11,3,1.06666666666666e+16,0,9.4,-0.8,-3.12,Desistente,0.9106722039154709,1,Desistente
Casado,Design de Comunicação,Ensino Superior - Licenciatura,140.0,Português,140.0,0,0,1,Masculino,0,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduado,0.22487715271633443,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,126.0,Português,116.6,0,0,1,Masculino,1,0,0,5,6,5,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduado,0.08147273299169532,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,118.0,Português,120.5,0,0,1,Masculino,0,0,0,5,10,3,1.33333333333333e+16,0,0,5,11,5,1.35714285714285e+16,0,12.4,0.5,1.79,Graduado,0.18822480075908393,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Básico (3º Ciclo),133.1,Português,103.0,0,0,1,Masculino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Desistente,0.982944892146622,1,Desistente
Solteiro,Design de Comunicação,Ensino Secundário,121.0,Português,111.9,0,0,1,Masculino,0,0,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduado,0.30753051257112696,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,148.0,Português,148.7,0,0,1,Masculino,0,0,0,5,6,5,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,Graduado,0.12308214510570636,0,Não Desistente
Solteiro,Gestão (presencial noturno),Outro - 11º Ano de Escolaridade,133.1,Português,120.0,0,0,1,Masculino,0,0,7,13,13,7,1.02857142857142e+16,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Desistente,0.9502460766960154,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,140.0,Português,125.7,0,0,1,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Matriculado,0.952324196194334,1,Desistente
Solteiro,Turismo,Ensino Secundário,132.0,Português,120.1,0,0,1,Masculino,1,0,0,6,7,6,1.35714285714285e+16,0,0,6,8,6,1.31666666666666e+16,0,8.9,1.4,3.51,Graduado,0.08492740477499475,0,Não Desistente
Solteiro,Equincultura,Ensino Secundário,140.0,Português,127.8,0,0,1,Masculino,0,0,0,6,7,6,1.42857142857142e+16,0,0,6,9,6,1.48571428571428e+16,0,11.1,0.6,2.02,Graduado,0.2132076983946799,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,112.0,Português,106.4,0,0,1,Masculino,0,0,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduado,0.2578085739374235,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,100.0,Português,100.0,0,1,1,Masculino,0,0,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Desistente,0.9330123625466638,1,Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,126.0,Português,123.9,0,0,1,Masculino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Desistente,0.9699804394142968,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,150.0,Português,139.5,0,0,1,Masculino,1,0,0,6,7,6,1.48333333333333e+16,0,0,6,6,6,1.48333333333333e+16,0,12.7,3.7,-1.7,Graduado,0.0950636122824678,0,Não Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,150.0,Português,150.0,0,0,1,Masculino,0,0,0,6,12,5,13625.0,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduado,0.12856210261237436,0,Não Desistente
Casado,Higiene Oral,Ensino Secundário,144.0,Português,139.8,0,1,1,Masculino,0,0,0,7,7,7,1.22714285714285e+16,0,0,8,10,7,1.36571428571428e+16,0,10.8,1.4,1.74,Graduado,0.2941070575863395,0,Não Desistente
